,index,description,category,civic_issue
29734,29735,@iamjonathancook That wasnt very nice of them  they could have told you! it wouldnt have been to difficult or impolite  how are you?,,0
29735,29736,"@Gaelicwolf it is beautiful, but a bit out of my price range right now ",,0
29736,29737,No yeezy's for dave. ,,0
29737,29738,Stop raining please I HAVE PLANSSSS ,,0
29738,29739,@mnty Ack!  Are you/your people ok?,,0
29739,29740,"I'm bummed. Getting our first foster and she turns out to be alpha, just like Heimdall.  Disaster!",,0
29740,29741,@iamjonathancook that wasn't nice ,,0
29741,29742,what a day! Was rescuing a Sun Cluster  And time to give wife more attention...,,0
29742,29743,I really hope I dont forget Im wearing contacts ... I dont wanna end up with swollen and sore eyes tomorrow ,,0
29743,29744,@gfdking can't find you on ustream iPhone app ,,0
29744,29745,@moonunderwater CRAP! I MISSED THAT TO PACK. I better find it or rage that song makes my heart melt ,,0
29745,29746,"I need to think about newer CPUs, CUDA and excessive clustering... I don't really have 72645 years to get my calculations done... ",,0
29746,29747,"@iamjonathancook  Oh. Well, why would they do such a thing?",,0
29747,29748,I miss the nice weather already ,,0
29748,29749,my feet hurt!!!!!!  ,,0
29749,29750,"Feeling like a fat chick, barely fitting in her clothes. ",,0
29750,29751,Until I broke my shift key I never realised how much I rely on it to type  #epicfail,,0
29751,29752,There's a fox in the garden  Hide!!!,,0
29752,29753,SO I guess there's a war for the 1st non celeb to have a million followers.. LET'S DO IT!! HA HA... I NEED TO TRY TO GET 100 FIRST ,,0
29753,29754,@hollybebs not till later.. I gotta move all this shit into the apt today.. Awww maleia wanted to see blaiseyyyy ,,0
29754,29755,i am getting jip for watching F1 highlights on the web..... ,,0
29755,29756,Bored at work. ,,0
29756,29757,Its not funn to shop witout money!!! ,,0
29757,29758,No signal in the academy  papa roach fuckin owned! Had to escape the pit before CMB moment lol,,0
29758,29759,@socalvixen http://twitpic.com/3jodg - Ok why am I on the east coast missing all this skin ,,0
29759,29760,Sometimes my razor hates my skin ,,0
29760,29761,giving up on work for this evening. urrrghh.. only a month till exams ,,0
29761,29762,been to barnard castle and bowes museum. got a mountain of work to do ,,0
29762,29763,@olafsearson i'm at a friends caravan now we're watching dark angel ,,0
29763,29764,just got hit with something - sick as a dog with less than 48 hours before I  am supposed to fly with lucia to Texas.... ,,0
29764,29765, - Why must people be so picky. I mean 6 hours work and no dice!? whatï¿½s up with that! http://tumblr.com/xsg1m3ufn,,0
29765,29766,No one has brought us a Mixtape yet. ,,0
29766,29767,"Ugh, I feel sick to my stomach ",,0
29767,29768,at my brothers grave.. ,,0
29768,29769,@booshface LOL Cooper is cooped up ;] Hate those things.  Though I call them Jenny Long Legs.. xD No idea why.,,0
29769,29770,@DeAndreWright girl me too  I will just have see yall Monday night cuz this rain has everywhere flooded,,0
29770,29771,My stomach has hurt ALL day.   Really sucks. ?,,0
29771,29772,@petewentz - I am here. Came 9 hours. ,,0
29772,29773,@omgitsevloves aww helen is dying. so sad to see her like that ,,0
29773,29774,@lollipopdaisy I have  It's jed,,0
29774,29775, No show tonight. Anon Salon has been canceled. What shall I do instead?,,0
29775,29776,"Wishing there was something to do, everyone is busy ",,0
29776,29777,Shopping with little miss big boobs instead of laying in the sun ,,0
29777,29778,she is sad ,,0
29778,29779,Anyone going tonight i cant have people at my house after  sorry,,0
29779,29780,Jack is glad that his leg is getting better but sad that Paul has gone back to Newcastle  http://apps.facebook.com/dogbook/profile/vie ...,,0
29780,29781,@fi69 What's wrong? ,,0
29781,29782,I am in a chocolate store against my will  gross...,,0
29782,29783,I can't believe I still have 6 more hours of work left.   ,,0
29783,29784,I want my friends baaacck ,,0
29784,29785,What a day! Recording from 10 till 5 and some design this evening! Back to the studio at 9 tomoro!! I need a lie in ,,0
29785,29786,There was a party I was supposed to go to this afternoon. I wish I wouldn't have ruined my day by not sleeping last night. ,,0
29786,29787,@QTI9422 yeaahh havn't you seen the promo on sony? ,,0
29787,29788,@iamjonathancook  You're not a buckhead!,,0
29788,29789,&quot;the dating expert&quot; is following me on here ............................ ,,0
29789,29790,@AdrianaMarshall I missed u today! Now I'm sad b/c I didn't get to see my Adriana.  well just more reason to get 2gether sooner next time.,,0
29790,29791,"Finally a warm &amp; sunny day! Apartment hunting  Reading New Moon, No clue what to do for fun tonight as usual",,0
29791,29792,@BeyonceBoi yeah they're gonna put a forever 21 in its place. I miss that store. so many memories. ,,0
29792,29793,@JonathanRhys Stuck indoors with the flu and missing my sister's Parma party tonight. ,,0
29793,29794,is in the airport in Philly annoyed...my flight is delayed ,,0
29794,29795,i thought i found another tweet from someone who also loved mongolian.. but it was my own ,,0
29795,29796,@ClaudiaWinkle hi claudia!  i think ur fab on hells kitchen! marco scares the hell out of me !  haaha hope ur good! X,,0
29796,29797,"@mtruland Must be heart-wrenching to watch.  Hope everything works out ok, hang in there.",,0
29797,29798,"@ladyofbrileith Having trouble finding one. Sark never even got A HUG or anything sappy. He said Lauren loved him, but we never heard it ",,0
29798,29799,"@acepero79 Yeah, it works well...I can't go today though because my face is really red still ",,0
29799,29800,@bdiflip Yep it does doesn't it... ,,0
29800,29801,People are annoying ,,0
29801,29802,"Seems like something is always breaking around here.  Last week car problems...this week a broken plumbing pipe, so currently no water ",,0
29802,29803,"@pinksugacupcake dang  well, I hope you are staying dry. be careful!",,0
29803,29804,Rain + Amusment Park =  #fb,,0
29804,29805,@biggorillavoice Only if you were standing around at the venue 6 hours before doors ,,0
29805,29806,&quot;@wondertwin -  Well if you get one before Saturday you should go. My roundtrip tickets were less than $100,,0
29806,29807,@mrjaredjames I'm fine xD I'm running an online shop and its doing pretty good =D I miss graphic designing though ,,0
29807,29808,@ThisIsCiara Yea she did! :O ya im broke aswell  ugh back to reality on monday  let the boredom continue ,,0
29808,29809,@melizzamarie  call me next time...i just got your reply ,,0
29809,29810,"wellll, i was gonna go see fall out boy today, but its postponed because the rain  laaaameee",,0
29810,29811,"Sitting here, pissed off because im working 24 hours on a (pretty) saturday...... damnit ",,0
29811,29812,"I think the tv world has gotten way too accustomed to widescreens, bc i can't read the letters of these gameshows on my tiny tv ",,0
29812,29813,God I am so hungry!!! I want real food !! ,,0
29813,29814,im always hanging with the boys...and feeling left out ,,0
29814,29815,"got panda instead of wendys. good call! now, off to the city. i always bring the bad weather with me ",,0
29815,29816,Omg why wats going on people    http://tinyurl.com/d5x6wl,,0
29816,29817," Nicole replied to every single pcdfan in my followinglist, just not me. I'm really really sad right now :'(",,0
29817,29818,@KChenoweth i want the cookies . . . ,,0
29818,29819,@hypatiadotca Where are you? Cons almost over &amp; I still haven't seen you! ,,0
29819,29820,@thrillerx yes! tell us all about your concert coming up! mines not for 29 days. ,,0
29820,29821,Its beautiful out! These r the days when i hate being stuck inside with homework ,,0
29821,29822,@Schofe http://twitpic.com/3jqob - Now you are making me homesick...  Not that I ever lived there of course...  Just miss London...    ...,,0
29822,29823,Yea!! Time to go to Holt Renfrew!!  shopping!! Need to haul so badly. Havnt shopped for 15 days!! ,,0
29823,29824,@21stcenturyfox  idk then,,0
29824,29825,5am bedtime last night?! i am sleeeepy!  gloomy day in CO today. boyfriend left for nepal ,,0
29825,29826,I'm pretty sure it's official...I have a cold.  bleh,,0
29826,29827,is back in Hastings! Missin LDN already ,,0
29827,29828,"Just about to leave. Have a good Saturday night guys, i'll be studying all DAY tomorrow ",,0
29828,29829,@MrsKellyBelly I haven't paid it off.  I just cut it up so my husband would quit &quot;accidentally&quot; using it!!!!!...!!,,0
29829,29830,sad that garnett is no longer playing ,,0
29830,29831,OMG!!! Yankees are getting the A$$ handed to them this sucks so bad ,,0
29831,29832,"@dana_michelle - thanks boo!!! but today, i have on a flannel/plaid shirt and got in trouble - boo  wish you would of joined in @ area ox",,0
29832,29833,@ParentStudent ... from the sofa. I know! I know...  *sigh*,,0
29833,29834,"Using my most recently acquired robot to clean the carpet, ..where I tracked in mud. ",,0
29834,29835,@leporter Listened to @leolaporte Missed part where Leo talks @twitter Oh well ,,0
29835,29836,what do you do if you develop a temporary lisp? ANNE AH MISH YOU X but seriously twice@ the temp lisp ,,0
29836,29837,@LegallyBuy broken link ,,0
29837,29838,just sold first Yorkshire Terrier puppy of the litter.....I miss her already ,,0
29838,29839,"@demilovato wah, you was in Germany! wanna see you ",,0
29839,29840,"I am so bored right now....goin a little crazy! It's 70 degrees out, want to go on the Wine Walk but I'm broke! Sad Sad Sad day ",,0
29840,29841,Trying to find the REAL Alan Carr ,,0
29841,29842,bored nd mad looks like its gna rain ,,0
29842,29843,lonely. i want to crawl into bed with my teddy and mope ,,0
29843,29844,"@justjennyxo no cause i have no one to go with tbh  or no one has the money to go now, gutted cause i live like 10 mins from the venue xx",,0
29844,29845,it's 7am and I been in bed since 10pm sat ,,0
29845,29846,is dreading 6:30 when H.B.I.C. wants me to shave her a landing strip.  ,,0
29846,29847,"@pob34 might Sky+ it, don't think i could stay up and watch whole thing tonight ",,0
29847,29848,goin for a run and then showerin and back to torts ,,0
29848,29849,@EP31 I is sad... Patches is injured and didn't play last night ,,0
29849,29850,"@themeanseasons No, I don't know what happened but she's never on. ",,0
29850,29851,trying to do micro lab report and micro study guide for exam...but can't concentrate  and too lazy....,,0
29851,29852,@honorsociety is 20min away and i cant go  oh well  @miley cyrus movieee at 4,,0
29852,29853,I feel so bad now  it sucks when people are so nice to you.,,0
29853,29854,is down to just jelly beans in my easter basket ,,0
29854,29855,lieing in bed with a very soe throat feelin very sorry for myself  boo hoo hooooo,,0
29855,29856,MAN!! i want Peeps now  haha,,0
29856,29857,@alesa13  aww love why you so sad.? dont be all my friends that i been talking to are sad why? i'm worried for you all ,,0
29857,29858,here we go againn.... ,,0
29858,29859,@tranquilized09 i didnï¿½t even get an answer if he will be in germany........  hahaha.,,0
29859,29860,I'm going to bed feeling a bit depressed. Not really looking forward to tomorrow ,,0
29860,29861,I'm definitely not winning this tournament... ,,0
29861,29862,"@blogness I got to my store early (thought it opened at 9, but it opened at 10). Was going to grab a few for friends, but 1 person limit. ",,0
29862,29863,I have to wait for the rest of the season to download. ,,0
29863,29864,What's worse than dropping your MacBook Pro? Dropping it onto your iPhone ,,0
29864,29865,"@L102 aww, I wish I could have been there!  are you still around next weekend, maybe we can meet up for drinks!",,0
29865,29866,Saturday night tired and bored. ! ,,0
29866,29867,"@tommcfly anyway, i take it your comin home tomorrow? the weathers been rubbish today, well in newcastle anyway ",,0
29867,29868,75 F and beautfiful here in SM....unfortunately stuck inside behind my rig cranking up salesforce ,,0
29868,29869,"yeah, its nifty I think I did it right lol. it costs monies though! ",,0
29869,29870,"@BlackPearl890 thanks, me too! But by the look of the radar we are going to get pounded until later tonight ",,0
29870,29871,"Not the best of pics, but better than nothing I suppose ;) Had more, but my cell ended up resetting resolution to 120x160 ",,0
29871,29872,@janetlo Exciting! I don't get to go to Seoul  Apparently flying through Beijing is a hassle and direct flights were too pricey ,,0
29872,29873,off to work ,,0
29873,29874,"@k_anelundi is wondering when times are tough why people kill their entire family    I don't get it, kill yourself not the children.",,0
29874,29875,@BritishJen doesnt youtube have videos?! I donno where it would be streaming live video  sorry i am no help,,0
29875,29876,good god accounting is boring!! BTW tried the mac prep &amp; prime refined zone thing today &amp; i'm not mad for it!  try again tomorrow!!,,0
29876,29877,can't believe it is fourteen years today since I moved to Liverpool... ,,0
29877,29878,hit her head last night  ouch!,,0
29878,29879,"So, instead of running, I just spent buried in the code of my website. Epic Nerd Fail.  I suck.",,0
29879,29880,@matman617: who the Heck is the fat then?  cuz thats not nice ,,0
29880,29881,"thinks she's done something, but isn't quite sure what it is.. oh where are you when i need you? ",,0
29881,29882,Can't get into the cleaning/packing groove today. Want to be at Coachella too bad... So sad  Guess I'll listen to music? Bah. More coffee,,0
29882,29883,Friday: Biked 10.62 miles in 70 minutes (www.logyourrun.com). Tried out another bit of the Trans Pennine. Got lost again. ,,0
29883,29884,@honorsociety iis just 15min away I CANT GO  im sad.  oh well @mileycyrus movieee time. HM movie at 4,,0
29884,29885,"good god I ache! I might need a gallon of codliver oil 2morrow to walk!Comp was fun, good fights but we didn't win   I fancy it nxt time!",,0
29885,29886,Being sick is not the business... ,,0
29886,29887,@etherb0x good call except they were gone by the time I got there ,,0
29887,29888,damn i wish i'm there   #asot400,,0
29888,29889,to resist mcdonalds fries is PAINFUL!! ,,0
29889,29890,wishes stephenie meyer wud reply to my message! ,,0
29890,29891,Coyote killed two of my chickens this morning. Scared it off just as it was about to get another chicken. ,,0
29891,29892,@RachelsDestiny I took photos but I have to buy more memory next week. Can't upload 'em. Disk full ,,0
29892,29893,Just woke up from nap! It made me feel so much better!! Wwoot.. Stuffy/ runny nose isn't that bad anymore.. Sore throat is worse though ,,0
29893,29894,@petewentz wish i was at the venue  u gotta play a show in dubai promis i'll be at that venue.,,0
29894,29895,38.4 miles in 2:40. 14.4 avg. I am out shape ,,0
29895,29896,"So, instead of running, I just spent copious amounts of time buried in the code of my website. Epic Nerd Fail.  I suck.",,0
29896,29897,"Headache, right behind &amp; above the eyes.  ",,0
29897,29898,@webscreamer hahah aww.. it is scarier than a templates fire    Where is my beer you promised ages ago!?!,,0
29898,29899,I am disappoint anon ,,0
29899,29900,"@ayotavibaby ; yes, we will! man.. i be trying too! she was here &amp; ppl were like WHY are u so excited?? lol, i didnt get to see her tho ",,0
29900,29901,"this music make me soo happy and soo sad,because itï¿½s over today  ...#ASOT400",,0
29901,29902,going to the mall...lake was cancelled...bummer dude ,,0
29902,29903,@raatz apparently the band is going on without me. I'm so bummed. i missed performing. ,,0
29903,29904,my laptop officially will naught charge. can i manage a weekend+ without it?  yes im an addict :'(,,0
29904,29905,I don't want to go to work! ,,0
29905,29906,"I would be sending out an e-mail blast right now, if I had solid internet   Darn you, #TimeWarnerCable!",,0
29906,29907,@themtyThor1212 7?! Whaat?! I dont think ill be able to make it ,,0
29907,29908,yay! got an email from Nicky - but sadness   she can't make it this June or July,,0
29908,29909,"...and the devil in kitten form just sneezed on my arm. thanks for adding insult to injury, life. ",,0
29909,29910,Done with marathon Saturday meeting - missed being outside on a beautiful day. ,,0
29910,29911,the theater was such bad  ya have no ideia how much bad it was...,,0
29911,29912,i WANT my ipod to work again! ,,0
29912,29913,why wont the fanfic place send me the password :S:S:S ,,0
29913,29914,"@etherb0x good call, but they were gone by the time I got there ",,0
29914,29915,I saw conor oberst at the glass house on wednesday!! He is amazing!! &lt;3 &lt;3 &lt;3 I wish I was at coachella this weekend ,,0
29915,29916,"@TCRoady actually, it was 15 to 2... ",,0
29916,29917,@Vacant_Stained fraid not  and I love Zelda too ^^,,0
29917,29918,@forager23 We just saw a raccoon in Central Park...everyone says it must be rabid ,,0
29918,29919,Microwaves are really fucking confusing ,,0
29919,29920,@perrythebirman We can't come to #pussycatis today because our human @AnnePMitchell is on a train ,,0
29920,29921,i confess. i am never gonna be thin again if keep consuming crap. there i said it. ,,0
29921,29922,i hate stressin out my mama...she sound sick too.. ,,0
29922,29923,http://twitpic.com/3jszb - Jess beat me to the first fish...not cool. ,,0
29923,29924,...flooded in at work.  not cool.,,0
29924,29925,"im at home wishing it was NoT so ugly out today. houston,tx is so over rated with this rain ",,0
29925,29926,"@kat22stl boo! i hope she's okay, sweetheart. ",,0
29926,29927,@iPenginBrijhe would you give me the link to your twitpics? I didn't bookmark it before. ,,0
29927,29928,I miss Sam  a lot  and I want McFly to come tour in CANADA!!!!!!!!!,,0
29928,29929,"arg, might go home early today... not feeling so hot ",,0
29929,29930,Seriously having to force myself from doing the music today. Term papers are unfortunately more important today and that's not fun ,,0
29930,29931,I caved in. I had half a can of coke today. Sorry no soda diet ,,0
29931,29932,@SyllySyll   /hug,,0
29932,29933,@bffmebrit haha you crack me up!! i really want to see your kids sometime! i bet they are sooo cute. i miss the kids i used to teach. ,,0
29933,29934,"#asot400 &quot;back to you&quot;...beautiful, yes. but PLEASE can we have some kind of action from Area 1! i really wanted to hear Mr. Sam now SVR! ",,0
29934,29935,@Jaylnne i'm so glad you got to come visit! Sorry I didn't get to say goodbye!!! ,,0
29935,29936,"@selenaxjonas AH i know. Their so expensive, I have to get straight A's a college prep school to go to demis ",,0
29936,29937,So bored ,,0
29937,29938,we are missing our little Emily's party. ,,0
29938,29939,hanging with jared and david  there mean to me tho ,,0
29939,29940,"@unicorngeorgia I can't come tonight, Geo. I'll be stuck inside all evening commenting on papers. ",,0
29940,29941,@Justboredok so is she still not back then? ,,0
29941,29942,@WraeAnn: oh man . . .  don't forget to report them lost if you don't find them really quick . . .,,0
29942,29943,Attempting to watch this game.. It's depressing....  And they would be playing &quot;If ya happy and u know it&quot;,,0
29943,29944,@ErinAsh10 ME too!!!! Its so boring no you and no Kirsten ,,0
29944,29945,last night with the dangerous summer. im sad ,,0
29945,29946,Gotta head out to pick up my sandal from the shoemaker! Not sure I want to venture out into the cold though ,,0
29946,29947,Remember that time about 8 hours ago when I said I hadn't felt good in a long time........forget that! ,,0
29947,29948,Headache. Ugh.  ,,0
29948,29949,For some crazy reason blogger is not saving my work and it's driving me crazy. I'll have to resort to somewhere else to save it for now ,,0
29949,29950,I've got the worst headache... ,,0
29950,29951,no-ones tweeting ,,0
29951,29952,I still haven't found the coffee machine... ,,0
29952,29953,Half of the fish are dead or on the verge.. ,,0
29953,29954,@Miss_Suse T'was the glyphoto...I wish you could've came  How are you?,,0
29954,29955,i have a sunburn mustache!  hahaha,,0
29955,29956,Crap! Forgot lipstick &amp; straw hat. And I know they'll interview me today. Got SPF50 but woulda liked to look good for interview ,,0
29956,29957,@Nic_kers   ur kidding me .. try signin on on the web i shud i open my skype n we chat there .. wudnt mind tlkin to u now .. realli,,0
29957,29958,"@jhodgin I wish I could be at GMA this year, it's a fun time. But I couldn't get off work  Have fun!",,0
29958,29959,guys i g2g  i'll be back later..peace!!!! &lt;3 #asot400,,0
29959,29960,@mel1ssar0se iii know!!!! ,,0
29960,29961,I think my milk was bad. ,,0
29961,29962,I am a terrible daughter ,,0
29962,29963,They then it's alright to add me on last.fm ,,0
29963,29964,life just sucks sometimes!  ,,0
29964,29965,Sometimes its hard to drop my son off. . . ,,0
29965,29966,there isn't anything to do today... ,,0
29966,29967,@jglynn24 ..im barely hanging on  ALMOST OVER! then we can playyyyy,,0
29967,29968,"6 hours sleep. I need veges, but am getting picked up in 25 mins and am in my pjs. Don't think I'll make it ",,0
29968,29969,Watching spiderman 3. Batmans better. But not on ,,0
29969,29970,Off to work ,,0
29970,29971,Craving pinkberry right now  and cant get my fix.,,0
29971,29972,"@garethemery Gareth, all of are tuned, it but they are not broadcasting main stage, which kinda sucks, so we wont get to listen to u ",,0
29972,29973,My daughter is having a play date with her best American friend.. I wish they got to see each other more. ,,0
29973,29974,@bobbyllew http://twitpic.com/3jc7e - The one day i'm not in norwich ,,0
29974,29975,"I got a new top and im in love with it! And 9O21O monday, can't wait it's the day i got back to school  Tablecoth lady first thing  &lt;3",,0
29975,29976,In the Apple store today Jack said &quot;Mommy I have to pee...Awwww too late!&quot;   Opps!,,0
29976,29977,@DionneSouth didn't see you anywhere today at the show  you hiding?,,0
29977,29978,Selling the baby stuff makes me feel a little sad ,,0
29978,29979,...and they think they can add me on last.fm ,,0
29979,29980,Meet Bingo my friends wendy puppy. He looks like my dolce right?  http://twitpic.com/3jt3b,,0
29980,29981,@wickedground I can't use the upload managers on any of the upload sites. They all do that to my files ,,0
29981,29982,Dammit Detroit!!  LEt's get it together!!    love you guys still!!  xoxox,,0
29982,29983,@Lhasapso killed my itunes  uninstalling.?,,0
29983,29984,Finally getting some work done on this project. Predicted finish time 10pm ,,0
29984,29985,wondering what happened to the couple I'm supposed to be shooting engagement photos of right now . . .     no phone contact for 1 hr.,,0
29985,29986,@AwesomeArianna you know TFA has seemed to totally disappear! ,,0
29986,29987,#asot400 i duno how to work twitter haha ,,0
29987,29988,"#asot400 no cut out at this great song  some please twitter me the last song id, great vocals",,0
29988,29989,Another Saturday night and another night shift. I must of upset someone at the office to keep getting these ,,0
29989,29990,"Mr. Foget, read this, i miss yoooou ",,0
29990,29991,ewww work time yay mid nuit ,,0
29991,29992,"@nathanfillion She &amp; Morena are in Orlando.  Panel was 12-1 pm. So, if one upping her in your con prank war was the plan, it's too late ",,0
29992,29993,i really thought tht she would write bak. ,,0
29993,29994,#asot400 NOOOO! technology fail! bring me back my music! ,,0
29994,29995,@marodi that's just a scream in a desert. Some bugs that i've pointed out wasn't fixed in last 8 months... I'm just... Kinda disappointed ,,0
29995,29996,@XxSierraxX I wish.  any closer with saving for yours?,,0
29996,29997,@VANS_66 I wish I was there! Stuck at work ,,0
29997,29998,Listening to Hellogoodbye and I am extremely distraught at the fact that I have forgotten all the lyrics to songs I would sing along to. ,,0
29998,29999,i still cant believe the van is gone.  so many great memorys,,0
29999,30000,#ASOT400 Odd transition... anyone know when the video should be up? ,,0
30000,30001,@chivesontheweb DSi has a new stylus? ,,0
30001,30002,Wishing I was in Del Mar with Pam ,,0
30002,30003,@musicalverse Too much choice! But been searching for other UK drama (school?) students to follow with nothing but fail  Bizarre.,,0
30003,30004,"I want to go clothes shopping so bad, but no money to do so ",,0
30004,30005,"@J44SS Haa yeah work was good, i sold lots and lots and we got work to do tomor  fun fun xx wheres my tgis?? xx",,0
30005,30006,I LOVE USF. But Berkeley is still making me sad... Damn lowell situation all over again. ,,0
30006,30007,I've been told power might be out until monday ,,0
30007,30008,is sick of it here!!! ,,0
30008,30009,"@selenaxjonas Awee, not fair  Im sorry.",,0
30009,30010,"I woke up thinking of strawberry lips, but I don't remember any of my dreams   was probably too drunk!",,0
30010,30011,Damn us and our sickly bodies! Lol. Ouch i hurt! ,,0
30011,30012,"hi peeps. im so bored, dont want the holidays to endddd ",,0
30012,30013,So tired. and my spring break is coming to an end. ,,0
30013,30014,#asot400 NOOOOO.... need more SHah!!! ,,0
30014,30015,doing absolutley nothing ,,0
30015,30016,@XxSierra6xX I wish  any closer with saving for yours?,,0
30016,30017,TELL ME WHY LIDZ GOT THIS DOPE ASS FITTED AND DEY AINT GOT MY SIZE(7 AND 5/8) DAMN ,,0
30017,30018,early enough ,,0
30018,30019,Asthma fucking BLOWS  Can't wait till I finish up Asmanex treatments. Follow up (and hopefully final) apt w/ pulmonologist is this week.,,0
30019,30020,is in love and wishes he weren't. ,,0
30020,30021,"listening to britney and cleaning the house! I have a TON of shoes to get rid of, haven't even worn half of them ",,0
30021,30022,"oh, AZ, I'm so sorry   Still, many more chances to get it...",,0
30022,30023,I feel sick to my stomach!!  Ick!!,,0
30023,30024,Hates how I have allergy from dogs  but I'm a dog person,,0
30024,30025,Its so hard to fall asleep ,,0
30025,30026,Kitty came back. With a mouse... ,,0
30026,30027,Totally left the house without my camera battery ,,0
30027,30028,Waiting for a call  it has to happen.,,0
30028,30029,Beautiful weather in Vegas when its time to leave  on my way to the airport.,,0
30029,30030,it's 11:18AM in hawaii &amp; i just woke up! i love saturdays...even though i have to work in 2 hours  at least i get monday off!,,0
30030,30031,NetBeans updated and is now completely trashed. None of the default modules now load. Looking at complete reinstall ,,0
30031,30032,"Curry even too spicy for Mr. C, so not a hope for me to fully enjoy. Big shame as this is usually my favourite one  *sad*",,0
30032,30033,@mypropaganda There's some serious lag between whatever you are using for FB and the Twitter reposting of it... ,,0
30033,30034,I think someone is mad at me ...... ,,0
30034,30035,Bored. back to school on monday. dont want to go. Math &amp; History homework to do Grrrrrrrrr. Pe moderation on Wednesday. my life sucks. ,,0
30035,30036,@garethemery tried to get tickets but they were sold out!  but i'll be listening. Have a good one!,,0
30036,30037,to com fome ,,0
30037,30038,"@DreamUK o  lucky!! waiting for new PB!!!!!! OMG, cant believe i forgot about it...",,0
30038,30039,"@infobunny ps: i'm the thick, effeminate sounding one. ",,0
30039,30040,@rad_chick_88 it got cancelled hrs ago. ,,0
30040,30041,Casino not hittin' lost my $ going home now  money ,,0
30041,30042,ok this isn't funny how come I get one answer in the quiz then my comp starts playing up does it think it's funny?????? cause it's not ,,0
30042,30043,Watching Ice Princess on abc family. I'm boooored  but I'm going to in&amp; out soon! Yaaaaaay,,0
30043,30044,Back to work Monday holiday officially over then ,,0
30044,30045,Now I'm watching Ashton Kutchers movie with Bernie Mac. So funny. RIP Bernie ,,0
30045,30046,I'm boardin' ...off to Germany xxx Miss the family  Kiss Texas 4 me,,0
30046,30047,So have to do this jop done by tomorrow.... ,,0
30047,30048,Back in Paris under the rain ,,0
30048,30049,"@EvanEthridge yeah, just don't think my date would so much approve ",,0
30049,30050,lol o lawd .. awwa u should com wit us ,,0
30050,30051,"Watched the Doctor Who Easter Special this morning. Loved it, but not looking forward to Tennant's departure.  And yes, Ms. Ryan: HOT!",,0
30051,30052,@Sleauty missing you!  ,,0
30052,30053,Practice. It's so freakin hot ,,0
30053,30054,@ClassicSydney oh my gosh well be careful and stay safe out there! So sorry to hear that ,,0
30054,30055,@xclairecatx no it costs me ,,0
30055,30056,@ShottyGoBoom Oh.  I could do with it to finance the &quot;Help Olly Pay For an iMac&quot; campaign...,,0
30056,30057,my piercing hurts really bad now.  whyyyyyyyyyyyy???!!!!!?!!!,,0
30057,30058,I hate hospitals ,,0
30058,30059,"Oh Delicious Library, you make it so hard to find my model of iPod... ",,0
30059,30060,Feeling really bad for cutting my hair..... ,,0
30060,30061,Going to Urgent Care ,,0
30061,30062,just hangin out... I gotta do some cleaning today... ,,0
30062,30063,first swim  in about a year arms empty after 35 mins of drills and free style used to be able to swim  for an hour plus ,,0
30063,30064,dang. actually not so sound a plan after all ,,0
30064,30065,@petewentz OMG i wish i would have been at the venue   ive been online waiting for your tweets about the show. didnt want to stand in line,,0
30065,30066,@MsGJones I love csi vegas but it's not the same without Grissom &amp; Warrick ,,0
30066,30067,at coachella once again waiting for my camera to be charged. It died yesterday while Morrissey was playing ,,0
30067,30068,Exam is done. Hopefully I passed... or maybe the marks will be curved. Stressful and lame. ,,0
30068,30069,Another productive day!  Both vehicles cleaned top to bottom!  However...looks like it may rain   well..atleast the lawn is raked!,,0
30069,30070,My God I really love my big sister. I miss her. ,,0
30070,30071,"Tirrred. Watching Chris Crocker videos. Just made some rocky rooaad, I wanna eat it but the chocolate hasn't set ",,0
30071,30072,@Izadi happy birthday!!! Why is it so bad? ,,0
30072,30073,is depressed cuz corr cant com 2 the mall with her. ,,0
30073,30074,"Super hungover today  hmm a few glasses of Pinot lead 2 a couple shots of Stoli and so on, and so forth! Wine is like my gateway drug!",,0
30074,30075,i hate working on saturday's ,,0
30075,30076,"@Gabbity The Medic Droid?like, Fer sure maybe, fer sure not, fer sure eh, fer sure bomb? awh  you wrote that in one of my books last year.",,0
30076,30077,im doing 4 weeks worth of homework and going to london till tuesday ,,0
30077,30078,"@nmfirelover I know the feeling about getting your coworkers sick , oh well , think I got my cold from one ",,0
30078,30079,i dont want it to end  !!,,0
30079,30080,I hate coursework  The Tempest..shut up!!,,0
30080,30081,i have toothachee ,,0
30081,30082,I haven't eaten. I'm hungry  and my dad already started fighting. We're waiting for the cable guy to finish. But we have no stove,,0
30082,30083,@Lhasapso Yep.  Hang on a sec...,,0
30083,30084,@AdamHowes given up on the blog ,,0
30084,30085,LSATtiiingggg  Columbia-bound if all goes according to plan,,0
30085,30086,today I was told that I was desperate for love... sad thing is that I may have to agree ,,0
30086,30087,(@Shenaloves) I hate coursework  The Tempest..shut up!!,,0
30087,30088,Completely disinterested in the FA Cup this year what with it being hidden away on setanta/shitv. ,,0
30088,30089,I cant sleep ,,0
30089,30090,@DavidGallagher didn't play a 3rd game today. they is all tired from the sun ,,0
30090,30091,not liking the diet root beer sunil picked up by accident ,,0
30091,30092,Looks like it will be a quick series for the Pistons   I doubt I'll stay up to watch the WIngs,,0
30092,30093,@mofobamfyo thanks for shattering my dreams... ,,0
30093,30094,Why doesn't my job have AC? ,,0
30094,30095,@hustlegrl i know ehh  robert is taken ma nigga.,,0
